ID,kind,number,harai,ninki
201910010405,馬単,14 → 10,2820,9
201910010405,三連複,10 - 14 - 17,11340,39
201910010405,三連単,14 → 10 → 17,52470,135
201910010406,単勝,7,410,2
201910010406,複勝,7br4br8,130br140br110,2br3br1
201910010406,馬連,4 - 7,830,4
201910010406,ワイド,4 - 7br7 - 8br4 - 8,320br240br230,4br2br1
201910010406,馬単,7 → 4,1740,6
201910010406,三連複,4 - 7 - 8,690,1
201910010406,三連単,7 → 4 → 8,4900,12
201910010407,単勝,10,180,1
201910010407,複勝,10br1br7,"140br2,740br740",1br15br11
201910010407,枠連,1 - 5,2230,9
201910010407,馬連,1 - 10,17710,47
201910010407,ワイド,1 - 10br7 - 10br1 - 7,"6,440br1,360br31,590",59br12br120
201910010407,馬単,10 → 1,21390,62
201910010407,三連複,1 - 7 - 10,128230,235
201910010407,三連単,10 → 1 → 7,466080,962
201910010408,単勝,12,770,4
201910010408,複勝,12br11br3,240br170br920,4br2br11
201910010408,枠連,6 - 7,1120,5
201910010408,馬連,11 - 12,2220,8
201910010408,ワイド,11 - 12br3 - 12br3 - 11,"690br3,810br2,980",7br37br33
201910010408,馬単,12 → 11,5150,17
201910010408,三連複,3 - 11 - 12,22990,75
201910010408,三連単,12 → 11 → 3,116660,354
201910010409,単勝,1,210,1
201910010409,複勝,1br2br8,120br140br140,1br3br2
201910010409,枠連,1 - 2,720,2
201910010409,馬連,1 - 2,720,3
201910010409,ワイド,1 - 2br1 - 8br2 - 8,270br240br400,2br1br4
201910010409,馬単,1 → 2,1220,3
201910010409,三連複,1 - 2 - 8,900,1
201910010409,三連単,1 → 2 → 8,3430,3
201910010410,単勝,15,480,2
201910010410,複勝,15br5br11,140br120br280,2br1br6
201910010410,枠連,3 - 8,470,1
201910010410,馬連,5 - 15,570,1
201910010410,ワイド,5 - 15br11 - 15br5 - 11,250br950br500,1br10br4
201910010410,馬単,15 → 5,1320,3
201910010410,三連複,5 - 11 - 15,2090,4
201910010410,三連単,15 → 5 → 11,9280,16
201910010411,単勝,12,600,3
201910010411,複勝,12br3br1,"210br170br1,980",2br1br14
201910010411,枠連,3 - 7,610,1
201910010411,馬連,3 - 12,1840,3
201910010411,ワイド,3 - 12br1 - 12br1 - 3,"740br14,530br6,830",4br79br62
201910010411,馬単,12 → 3,3540,6
201910010411,三連複,1 - 3 - 12,79120,192
201910010411,三連単,12 → 3 → 1,379540,983
201910010412,単勝,10,560,3
201910010412,複勝,10br18br15,"280br2,610br1,640",3br16br15
201910010412,枠連,5 - 8,5680,25
201910010412,馬連,10 - 18,34380,84
201910010412,ワイド,10 - 18br10 - 15br15 - 18,"10,640br7,760br22,920",95br78br127
201910010412,馬単,10 → 18,47940,144
201910010412,三連複,10 - 15 - 18,464830,602
201910010412,三連単,10 → 18 → 15,1950910,3105
201910010501,単勝,9,910,4
201910010501,複勝,9br12br2,310br360br190,4br5br3
201910010501,枠連,5 - 6,1280,5
201910010501,馬連,9 - 12,4230,16
201910010501,ワイド,9 - 12br2 - 9br2 - 12,"1,160br610br990",14br5br11
201910010501,馬単,9 → 12,7240,28
201910010501,三連複,2 - 9 - 12,4990,14
201910010501,三連単,9 → 12 → 2,43250,138
201910010502,単勝,2,700,4
201910010502,複勝,2br9br14,200br550br140,4br9br1
201910010502,枠連,2 - 6,5400,16
201910010502,馬連,2 - 9,7190,27
201910010502,ワイド,2 - 9br2 - 14br9 - 14,"1,870br480br1,680",26br3br24
201910010502,馬単,2 → 9,13650,56
201910010502,三連複,2 - 9 - 14,9460,38
201910010502,三連単,2 → 9 → 14,70680,279
201910010503,単勝,3,380,2
201910010503,複勝,3br10br1,200br380br950,2br6br9
201910010503,枠連,2 - 5,1780,9
201910010503,馬連,3 - 10,3260,12
201910010503,ワイド,3 - 10br1 - 3br1 - 10,"1,010br2,840br6,370",11br27br47
201910010503,馬単,3 → 10,3980,14
201910010503,三連複,1 - 3 - 10,39500,95
201910010503,三連単,3 → 10 → 1,170640,418
201910010504,単勝,13,2100,8
201910010504,複勝,13br3br17,500br300br220,8br6br4
201910010504,枠連,2 - 7,2580,15
201910010504,馬連,3 - 13,9550,31
201910010504,ワイド,3 - 13br13 - 17br3 - 17,"3,110br1,760br1,360",31br22br18
201910010504,馬単,13 → 3,19790,64
201910010504,三連複,3 - 13 - 17,18930,59
201910010504,三連単,13 → 3 → 17,165280,474
201910010505,単勝,12,890,5
201910010505,複勝,12br2br4,"250br560br1,080",3br7br9
201910010505,枠連,1 - 6,5130,15
201910010505,馬連,2 - 12,5640,16
201910010505,ワイド,2 - 12br4 - 12br2 - 4,"1,630br3,290br5,920",16br30br45
201910010505,馬単,12 → 2,12160,36
201910010505,三連複,2 - 4 - 12,51480,110
201910010505,三連単,12 → 2 → 4,275480,578
201910010506,単勝,1,990,2
201910010506,複勝,1br5br3,180br110br670,3br1br11
201910010506,枠連,1 - 4,840,5
201910010506,馬連,1 - 5,960,4
201910010506,ワイド,1 - 5br1 - 3br3 - 5,"370br3,090br1,090",2br32br10
201910010506,馬単,1 → 5,2340,9
201910010506,三連複,1 - 3 - 5,7670,29
201910010506,三連単,1 → 5 → 3,51290,151
201910010507,単勝,10,430,2
201910010507,複勝,10br7br11,130br110br140,2br1br3
201910010507,枠連,6 - 8,230,1
201910010507,馬連,7 - 10,630,2
201910010507,ワイド,7 - 10br10 - 11br7 - 11,250br270br210,2br3br1
201910010507,馬単,10 → 7,1400,4
201910010507,三連複,7 - 10 - 11,560,1
201910010507,三連単,10 → 7 → 11,3500,3
201910010508,単勝,9,460,2
201910010508,複勝,9br3br6,150br170br130,2br3br1
201910010508,枠連,3 - 7,1450,7
201910010508,馬連,3 - 9,1240,5
201910010508,ワイド,3 - 9br6 - 9br3 - 6,430br290br390,5br1br3
201910010508,馬単,9 → 3,2340,7
201910010508,三連複,3 - 6 - 9,1200,2
201910010508,三連単,9 → 3 → 6,7800,11
201910010509,単勝,4,370,2
201910010509,複勝,4br6br1,190br350br320,3br7br5
201910010509,枠連,4 - 6,2200,9
201910010509,馬連,4 - 6,1700,6
201910010509,ワイド,4 - 6br1 - 4br1 - 6,"670br610br1,280",9br7br19
201910010509,馬単,4 → 6,3080,10
201910010509,三連複,1 - 4 - 6,7510,30
201910010509,三連単,4 → 6 → 1,32350,120
201910010510,単勝,8,510,2
201910010510,複勝,8br6br13,220br290br290,3br5br6
201910010510,枠連,3 - 4,2050,9
201910010510,馬連,6 - 8,1990,5
201910010510,ワイド,6 - 8br8 - 13br6 - 13,"760br1,000br1,730",5br9br21
201910010510,馬単,8 → 6,3520,7
201910010510,三連複,6 - 8 - 13,7340,17
201910010510,三連単,8 → 6 → 13,39190,87
201910010511,単勝,1,1850,8
201910010511,複勝,1br3br8,420br150br210,9br1br3
201910010511,枠連,1 - 2,1180,4
201910010511,馬連,1 - 3,2570,6
201910010511,ワイド,1 - 3br1 - 8br3 - 8,"1,060br1,990br480",8br23br1
201910010511,馬単,1 → 3,6680,20
201910010511,三連複,1 - 3 - 8,4630,7
201910010511,三連単,1 → 3 → 8,31340,56
201910010512,単勝,10,1390,7
201910010512,複勝,10br11br8,450br150br780,7br1br12
201910010512,枠連,5 - 6,1740,7
201910010512,馬連,10 - 11,2070,6
201910010512,ワイド,10 - 11br8 - 10br8 - 11,"910br6,120br2,150",6br70br24
201910010512,馬単,10 → 11,5450,13
201910010512,三連複,8 - 10 - 11,21400,65
201910010512,三連単,10 → 11 → 8,120540,346
201910010601,単勝,1,390,1
201910010601,複勝,1br13br10,180br140br200,3br1br4
201910010601,枠連,1 - 7,790,3
201910010601,馬連,1 - 13,840,2
201910010601,ワイド,1 - 13br1 - 10br10 - 13,400br940br530,2br11br4
201910010601,馬単,1 → 13,2010,4
201910010601,三連複,1 - 10 - 13,2730,4
201910010601,三連単,1 → 13 → 10,11620,14
201910010602,単勝,10,440,2
201910010602,複勝,10br2br13,130br140br200,1br2br4
201910010602,枠連,2 - 6,360,1
201910010602,馬連,2 - 10,800,1
201910010602,ワイド,2 - 10br10 - 13br2 - 13,300br630br550,1br6br4
201910010602,馬単,10 → 2,1610,2
201910010602,三連複,2 - 10 - 13,2310,3
201910010602,三連単,10 → 2 → 13,9540,9
201910010603,単勝,17,290,1
201910010603,複勝,17br13br16,130br140br630,1br2br10
201910010603,枠連,7 - 8,560,2
201910010603,馬連,13 - 17,850,2
201910010603,ワイド,13 - 17br16 - 17br13 - 16,"330br1,280br2,760",2br13br28
201910010603,馬単,17 → 13,1310,3
201910010603,三連複,13 - 16 - 17,8150,22
201910010603,三連単,17 → 13 → 16,30120,79
201910010604,単勝,15,400,2
201910010604,複勝,15br14br2,160br130br200,2br1br4
201910010604,枠連,7 - 8,560,1
201910010604,馬連,14 - 15,720,1
201910010604,ワイド,14 - 15br2 - 15br2 - 14,250br480br600,1br3br5
201910010604,馬単,15 → 14,1430,2
201910010604,三連複,2 - 14 - 15,1740,2
201910010604,三連単,15 → 14 → 2,7430,4
201910010605,単勝,14,740,4
201910010605,複勝,14br9br2,240br210br620,4br1br9
201910010605,枠連,5 - 7,760,4
201910010605,馬連,9 - 14,2240,6
201910010605,ワイド,9 - 14br2 - 14br2 - 9,"850br3,060br2,710",6br40br35
201910010605,馬単,14 → 9,5150,18
201910010605,三連複,2 - 9 - 14,22210,81
201910010605,三連単,14 → 9 → 2,113110,422
201910010606,単勝,7,480,2
201910010606,複勝,7br2br13,180br140br140,4br2br1
201910010606,枠連,2 - 5,1180,4
201910010606,馬連,2 - 7,1020,3
201910010606,ワイド,2 - 7br7 - 13br2 - 13,460br450br310,3br2br1
201910010606,馬単,7 → 2,2080,5
201910010606,三連複,2 - 7 - 13,1270,1
201910010606,三連単,7 → 2 → 13,7460,6
201910010607,単勝,2,2390,9
201910010607,複勝,2br7br14,"710br420br1,420",9br6br14
201910010607,枠連,1 - 4,2220,10
201910010607,馬連,2 - 7,7530,31
201910010607,ワイド,2 - 7br2 - 14br7 - 14,"2,110br10,810br7,230",21br111br86
201910010607,馬単,2 → 7,17880,71
201910010607,三連複,2 - 7 - 14,117700,388
201910010607,三連単,2 → 7 → 14,784160,2352
201910010608,単勝,2,570,3
201910010608,複勝,2br11br1,120br110br130,2br1br3
201910010608,枠連,2 - 8,630,3
201910010608,馬連,2 - 11,690,2
201910010608,ワイド,2 - 11br1 - 2br1 - 11,280br400br160,2br4br1
201910010608,馬単,2 → 11,1740,5
201910010608,三連複,1 - 2 - 11,700,1
201910010608,三連単,2 → 11 → 1,5490,9
201910010609,単勝,9,170,1
201910010609,複勝,9br8br14,110br120br130,1br2br3
201910010609,枠連,5 - 6,320,1
201910010609,馬連,8 - 9,320,1
201910010609,ワイド,8 - 9br9 - 14br8 - 14,160br210br320,1br2br3
201910010609,馬単,9 → 8,480,1
201910010609,三連複,8 - 9 - 14,390,1
201910010609,三連単,9 → 8 → 14,1370,1
201910010610,単勝,8,910,5
201910010610,複勝,8br7br3,220br150br140,5br3br1
201910010610,馬連,7 - 8,1840,8
201910010610,ワイド,7 - 8br3 - 8br3 - 7,540br580br250,7br9br1
201910010610,馬単,8 → 7,3750,16
201910010610,三連複,3 - 7 - 8,1970,7
201910010610,三連単,8 → 7 → 3,17000,66
201910010611,単勝,13,2850,12
201910010611,複勝,13br1br6,660br210br240,12br2br4
201910010611,枠連,1 - 8,7340,29
201910010611,馬連,1 - 13,9420,39
201910010611,ワイド,1 - 13br6 - 13br1 - 6,"2,830br3,780br740",41br54br5
201910010611,馬単,13 → 1,22710,90
201910010611,三連複,1 - 6 - 13,21130,80
201910010611,三連単,13 → 1 → 6,187610,663
201910010612,単勝,11,1160,5
201910010612,複勝,11br15br10,260br170br200,5br2br3
201910010612,枠連,6 - 8,860,3
201910010612,馬連,11 - 15,2420,9
201910010612,ワイド,11 - 15br10 - 11br10 - 15,830br970br570,8br11br4
201910010612,馬単,11 → 15,5340,20
201910010612,三連複,10 - 11 - 15,4920,12
201910010612,三連単,11 → 15 → 10,32290,87
201910010701,単勝,2,670,4
201910010701,複勝,2br5br3,160br130br110,4br2br1
201910010701,枠連,2 - 4,1150,4
201910010701,馬連,2 - 5,980,2
201910010701,ワイド,2 - 5br2 - 3br3 - 5,340br370br220,2br4br1
201910010701,馬単,2 → 5,2360,11
201910010701,三連複,2 - 3 - 5,880,2
201910010701,三連単,2 → 5 → 3,6370,12
201910010702,単勝,12,210,1
201910010702,複勝,12br1br11,110br160br120,1br3br2
201910010702,枠連,1 - 6,650,3
201910010702,馬連,1 - 12,810,3
201910010702,ワイド,1 - 12br11 - 12br1 - 11,300br190br560,2br1br6
201910010702,馬単,12 → 1,1270,4
201910010702,三連複,1 - 11 - 12,1180,2
201910010702,三連単,12 → 1 → 11,4900,5
201910010703,単勝,15,400,2
201910010703,複勝,15br18br7,130br120br160,2br1br3
201910010703,枠連,7 - 8,390,1
201910010703,馬連,15 - 18,490,1
201910010703,ワイド,15 - 18br7 - 15br7 - 18,240br480br550,1br2br5
201910010703,馬単,15 → 18,1240,2
201910010703,三連複,7 - 15 - 18,1410,1
201910010703,三連単,15 → 18 → 7,6480,5
201910010704,単勝,3,3380,12
201910010704,複勝,3br5br13,"1,060br710br410",12br9br7
201910010704,枠連,2 - 3,10550,28
201910010704,馬連,3 - 5,13460,50
201910010704,ワイド,3 - 5br3 - 13br5 - 13,"4,410br6,760br4,740",52br67br55
201910010704,馬単,3 → 5,30340,108
201910010704,三連複,3 - 5 - 13,145890,309
201910010704,三連単,3 → 5 → 13,710550,1623
201910010705,単勝,12,3170,9
201910010705,複勝,12br2br4,"540br260br7,570",8br4br16
201910010705,枠連,1 - 6,1570,6
201910010705,馬連,2 - 12,12790,36
201910010705,ワイド,2 - 12br4 - 12br2 - 4,"3,200br41,570br20,520",34br96br74
201910010705,馬単,12 → 2,28770,73
201910010705,三連複,2 - 4 - 12,339500,309
201910010705,三連単,12 → 2 → 4,1287430,1321
201910010706,単勝,11,1120,6
201910010706,複勝,11br4br16,310br200br750,5br2br10
201910010706,枠連,2 - 6,1330,5
201910010706,馬連,4 - 11,3470,10
201910010706,ワイド,4 - 11br11 - 16br4 - 16,"990br4,350br2,500",9br52br30
201910010706,馬単,11 → 4,7300,23
201910010706,三連複,4 - 11 - 16,29060,102
201910010706,三連単,11 → 4 → 16,160500,514
201910010707,単勝,5,710,3
201910010707,複勝,5br12br10,250br170br600,4br1br10
201910010707,枠連,4 - 7,580,2
201910010707,馬連,5 - 12,1220,2
201910010707,ワイド,5 - 12br5 - 10br10 - 12,"580br2,880br1,640",4br38br23
201910010707,馬単,5 → 12,3310,10
201910010707,三連複,5 - 10 - 12,9620,35
201910010707,三連単,5 → 12 → 10,52890,177
201910010708,単勝,15,940,3
201910010708,複勝,15br4br7,220br150br120,3br2br1
201910010708,枠連,2 - 7,950,3
201910010708,馬連,4 - 15,2400,4
201910010708,ワイド,4 - 15br7 - 15br4 - 7,710br530br260,4br2br1
201910010708,馬単,15 → 4,4400,10
201910010708,三連複,4 - 7 - 15,2020,1
201910010708,三連単,15 → 4 → 7,15190,21
201910010709,単勝,3,430,2
201910010709,複勝,3br11br6,170br230br540,2br3br8
201910010709,枠連,3 - 7,1500,9
201910010709,馬連,3 - 11,1640,6
201910010709,ワイド,3 - 11br3 - 6br6 - 11,"620br1,460br2,400",6br16br26
201910010709,馬単,3 → 11,2450,5
201910010709,三連複,3 - 6 - 11,11030,38
201910010709,三連単,3 → 11 → 6,37910,129
201910010710,単勝,5,370,2
201910010710,複勝,5br7br6,150br260br350,2br4br6
201910010710,枠連,5 - 6,990,5
201910010710,馬連,5 - 7,1890,7
201910010710,ワイド,5 - 7br5 - 6br6 - 7,"710br710br1,820",6br7br22
201910010710,馬単,5 → 7,2930,10
201910010710,三連複,5 - 6 - 7,5720,19
201910010710,三連単,5 → 7 → 6,23600,73
201910010711,単勝,1,460,3
201910010711,複勝,1br3br2,210br280br680,3br4br10
201910010711,枠連,1 - 2,2020,8
201910010711,馬連,1 - 3,2430,6
201910010711,ワイド,1 - 3br1 - 2br2 - 3,"880br1,850br3,960",5br17br52
201910010711,馬単,1 → 3,4560,12
201910010711,三連複,1 - 2 - 3,15860,52
201910010711,三連単,1 → 3 → 2,55970,146
201910010712,単勝,7,350,1
201910010712,複勝,7br9br2,160br140br160,2br1br3
201910010712,枠連,4 - 5,790,3
201910010712,馬連,7 - 9,940,2
201910010712,ワイド,7 - 9br2 - 7br2 - 9,370br450br400,1br3br2
201910010712,馬単,7 → 9,1900,4
201910010712,三連複,2 - 7 - 9,1630,1
201910010712,三連単,7 → 9 → 2,8160,5
201910010801,単勝,16,420,2
201910010801,複勝,16br7br12,150br210br250,2br3br5
201910010801,枠連,4 - 8,1290,3
201910010801,馬連,7 - 16,1430,4
201910010801,ワイド,7 - 16br12 - 16br7 - 12,580br690br890,5br7br11
201910010801,馬単,16 → 7,2850,9
201910010801,三連複,7 - 12 - 16,3780,10
201910010801,三連単,16 → 7 → 12,16620,37
201910010802,単勝,14,320,1
201910010802,複勝,14br6br9,140br300br160,1br7br2
201910010802,枠連,4 - 8,1140,6
201910010802,馬連,6 - 14,2070,7
201910010802,ワイド,6 - 14br9 - 14br6 - 9,"690br320br1,020",6br1br16
201910010802,馬単,14 → 6,3440,11
201910010802,三連複,6 - 9 - 14,3220,8
201910010802,三連単,14 → 6 → 9,17040,42
201910010803,単勝,6,440,1
201910010803,複勝,6br10br9,160br160br170,2br1br3
201910010803,枠連,3 - 5,510,1
201910010803,馬連,6 - 10,960,2
201910010803,ワイド,6 - 10br6 - 9br9 - 10,390br420br340,2br3br1
201910010803,馬単,6 → 10,1750,2
201910010803,三連複,6 - 9 - 10,1220,1
201910010803,三連単,6 → 10 → 9,5440,1
201910010804,単勝,11,1630,7
201910010804,複勝,11br3br1,410br210br270,7br3br5
201910010804,枠連,2 - 6,1300,4
201910010804,馬連,3 - 11,4130,16
201910010804,ワイド,3 - 11br1 - 11br1 - 3,"1,150br2,580br810",15br26br8
201910010804,馬単,11 → 3,9270,35
201910010804,三連複,1 - 3 - 11,11190,38
201910010804,三連単,11 → 3 → 1,80160,260
201910010805,単勝,7,260,1
201910010805,複勝,7br9br11,120br150br160,1br2br3
201910010805,枠連,4 - 5,480,1
201910010805,馬連,7 - 9,510,1
201910010805,ワイド,7 - 9br7 - 11br9 - 11,270br320br430,1br2br4
201910010805,馬単,7 → 9,880,1
201910010805,三連複,7 - 9 - 11,880,1
201910010805,三連単,7 → 9 → 11,3110,1
201910010806,単勝,3,1850,4
201910010806,複勝,3br6br2,540br330br180,4br3br2
201910010806,枠連,3 - 6,4260,13
201910010806,馬連,3 - 6,3730,12
201910010806,ワイド,3 - 6br2 - 3br2 - 6,900br510br320,12br4br3
201910010806,馬単,3 → 6,8940,25
201910010806,三連複,2 - 3 - 6,3010,9
201910010806,三連単,3 → 6 → 2,30950,84
201910010807,単勝,1,3320,10
201910010807,複勝,1br5br7,600br110br540,10br1br9
201910010807,枠連,1 - 4,2460,8
201910010807,馬連,1 - 5,2330,8
201910010807,ワイド,1 - 5br1 - 7br5 - 7,"980br4,530br930",10br45br9
201910010807,馬単,1 → 5,6170,17
201910010807,三連複,1 - 5 - 7,10780,38
201910010807,三連単,1 → 5 → 7,75230,228
201910010808,単勝,16,280,1
201910010808,複勝,16br8br11,150br170br780,1br2br13
201910010808,枠連,4 - 8,500,1
201910010808,馬連,8 - 16,850,1
201910010808,ワイド,8 - 16br11 - 16br8 - 11,"350br2,410br2,470",1br24br25
201910010808,馬単,16 → 8,1160,1
201910010808,三連複,8 - 11 - 16,11980,24
201910010808,三連単,16 → 8 → 11,38620,65
201910010809,単勝,13,360,2
201910010809,複勝,13br14br16,170br140br300,2br1br7
201910010809,枠連,7 - 7,630,2
201910010809,馬連,13 - 14,650,1
201910010809,ワイド,13 - 14br13 - 16br14 - 16,"300br1,150br610",1br14br4
201910010809,馬単,13 → 14,1360,3
201910010809,三連複,13 - 14 - 16,2300,5
201910010809,三連単,13 → 14 → 16,9040,12
201910010810,単勝,3,250,1
201910010810,複勝,3br7br10,140br540br190,1br8br5
201910010810,枠連,3 - 6,4440,14
201910010810,馬連,3 - 7,4990,16
201910010810,ワイド,3 - 7br3 - 10br7 - 10,"1,390br450br2,350",15br5br25
201910010810,馬単,3 → 7,7830,26
201910010810,三連複,3 - 7 - 10,8700,31
201910010810,三連単,3 → 7 → 10,45100,147
201910010811,単勝,11,810,5
201910010811,複勝,11br10br9,290br270br470,5br3br8
201910010811,枠連,6 - 6,3260,15
201910010811,馬連,10 - 11,2700,11
201910010811,ワイド,10 - 11br9 - 11br9 - 10,"950br1,740br1,830",9br21br23
201910010811,馬単,11 → 10,5030,18
201910010811,三連複,9 - 10 - 11,11960,42
201910010811,三連単,11 → 10 → 9,56040,186
201910010812,単勝,6,210,1
201910010812,複勝,6br8br3,110br110br150,1br2br3
201910010812,枠連,6 - 7,240,1
201910010812,馬連,6 - 8,230,1
201910010812,ワイド,6 - 8br3 - 6br3 - 8,150br230br260,1br2br3
201910010812,馬単,6 → 8,410,1
201910010812,三連複,3 - 6 - 8,400,1
201910010812,三連単,6 → 8 → 3,1150,1
201910020101,単勝,9,1480,5
201910020101,複勝,9br3br14,"980br1,430br1,500",6br8br9
201910020101,枠連,2 - 5,3840,16
201910020101,馬連,3 - 9,21220,42
201910020101,ワイド,3 - 9br9 - 14br3 - 14,"4,650br4,630br7,350",42br40br51
201910020101,馬単,9 → 3,39590,76
201910020101,三連複,3 - 9 - 14,203350,231
201910020101,三連単,9 → 3 → 14,1239220,1260
201910020102,単勝,8,690,4
201910020102,複勝,8br16br9,"240br260br3,290",3br4br16
201910020102,枠連,4 - 8,890,2
201910020102,馬連,8 - 16,2220,7
201910020102,ワイド,8 - 16br8 - 9br9 - 16,"910br13,230br10,200",9br82br77
201910020102,馬単,8 → 16,4370,14
201910020102,三連複,8 - 9 - 16,86570,207
201910020102,三連単,8 → 16 → 9,315930,841
201910020103,単勝,4,460,2
201910020103,複勝,4br2br12,170br240br280,2br4br5
201910020103,枠連,1 - 2,1080,4
201910020103,馬連,2 - 4,2140,8
201910020103,ワイド,2 - 4br4 - 12br2 - 12,"690br760br1,790",4br8br24
201910020103,馬単,4 → 2,4040,13
201910020103,三連複,2 - 4 - 12,6490,18
201910020103,三連単,4 → 2 → 12,35270,98
201910020104,単勝,5,450,2
201910020104,複勝,5br8br14,"200br220br2,350",2br5br11
201910020104,枠連,4 - 5,390,1
201910020104,馬連,5 - 8,1840,7
201910020104,ワイド,5 - 8br5 - 14br8 - 14,"690br7,360br6,240",8br48br43
201910020104,馬単,5 → 8,3130,13
201910020104,三連複,5 - 8 - 14,39930,99
201910020104,三連単,5 → 8 → 14,172490,471
201910020105,単勝,4,640,4
201910020105,複勝,4br12br5,"240br200br3,830",4br3br17
201910020105,枠連,2 - 6,1210,6
201910020105,馬連,4 - 12,1650,5
201910020105,ワイド,4 - 12br4 - 5br5 - 12,"710br19,130br16,830",5br99br95
201910020105,馬単,4 → 12,3140,11
201910020105,三連複,4 - 5 - 12,166240,295
201910020105,三連単,4 → 12 → 5,600760,1216
201910020106,単勝,4,200,1
201910020106,複勝,4br6br9,110br160br140,1br4br3
201910020106,枠連,4 - 6,890,3
201910020106,馬連,4 - 6,820,3
201910020106,ワイド,4 - 6br4 - 9br6 - 9,290br240br480,3br2br6
201910020106,馬単,4 → 6,1100,4
201910020106,三連複,4 - 6 - 9,1150,3
201910020106,三連単,4 → 6 → 9,4370,11
201910020107,単勝,8,520,2
201910020107,複勝,8br9br10,240br490br580,5br7br8
201910020107,枠連,6 - 7,1560,8
201910020107,馬連,8 - 9,6830,28
201910020107,ワイド,8 - 9br8 - 10br9 - 10,"2,160br1,840br3,720",28br24br44
201910020107,馬単,8 → 9,10970,47
201910020107,三連複,8 - 9 - 10,27400,96
201910020107,三連単,8 → 9 → 10,132890,487
201910020108,単勝,9,160,1
201910020108,複勝,9br5br12,110br240br310,1br5br6
201910020108,枠連,5 - 7,1280,4
201910020108,馬連,5 - 9,1480,5
201910020108,ワイド,5 - 9br9 - 12br5 - 12,"460br440br1,850",5br4br19
201910020108,馬単,9 → 5,1880,6
201910020108,三連複,5 - 9 - 12,4040,17
201910020108,三連単,9 → 5 → 12,13260,44
201910020109,単勝,3,200,1
201910020109,複勝,3br10br8,110br300br170,1br5br3
201910020109,枠連,3 - 8,810,3
201910020109,馬連,3 - 10,1590,5
201910020109,ワイド,3 - 10br3 - 8br8 - 10,"590br370br1,230",6br2br16
201910020109,馬単,3 → 10,2010,6
201910020109,三連複,3 - 8 - 10,2840,9
201910020109,三連単,3 → 10 → 8,12080,30
201910020110,単勝,6,150,1
201910020110,複勝,6br11br10,110br700br350,1br10br6
201910020110,枠連,4 - 7,2480,8
201910020110,馬連,6 - 11,3610,12
201910020110,ワイド,6 - 11br6 - 10br10 - 11,"1,370br680br5,670",13br5br49
201910020110,馬単,6 → 11,3980,11
201910020110,三連複,6 - 10 - 11,15680,47
201910020110,三連単,6 → 11 → 10,51540,140
201910020111,単勝,11,320,1
201910020111,複勝,11br6br8,160br530br150,2br9br1
201910020111,枠連,5 - 7,2900,11
201910020111,馬連,6 - 11,4850,19
201910020111,ワイド,6 - 11br8 - 11br6 - 8,"1,770br410br1,580",23br3br20
201910020111,馬単,11 → 6,6800,27
201910020111,三連複,6 - 8 - 11,7320,25
201910020111,三連単,11 → 6 → 8,40800,140
201910020112,単勝,15,1480,7
201910020112,複勝,15br10br11,"530br1,320br190",8br12br1
201910020112,枠連,6 - 8,2430,10
201910020112,馬連,10 - 15,43270,69
201910020112,ワイド,10 - 15br11 - 15br10 - 11,"10,640br870br3,550",69br7br37
201910020112,馬単,15 → 10,73630,129
201910020112,三連複,10 - 11 - 15,38320,114
201910020112,三連単,15 → 10 → 11,357310,863
201910020201,単勝,2,1240,3
201910020201,複勝,2br4,230br110,3br1
201910020201,馬連,2 - 4,720,2
201910020201,ワイド,2 - 4br2 - 5br4 - 5,"350br1,340br650",3br9br5
201910020201,馬単,2 → 4,2410,7
201910020201,三連複,2 - 4 - 5,1810,5
201910020201,三連単,2 → 4 → 5,14030,31
201910020202,単勝,11,280,1
201910020202,複勝,11br13br8,140br150br280,1br2br5
201910020202,枠連,7 - 8,680,2
201910020202,馬連,11 - 13,790,3
201910020202,ワイド,11 - 13br8 - 11br8 - 13,"290br560br1,130",2br5br13
201910020202,馬単,11 → 13,1470,4
201910020202,三連複,8 - 11 - 13,2700,6
201910020202,三連単,11 → 13 → 8,10380,21
201910020203,単勝,5,480,2
201910020203,複勝,5br8br9,180br130br290,2br1br6
201910020203,枠連,3 - 4,450,2
201910020203,馬連,5 - 8,680,1
201910020203,ワイド,5 - 8br5 - 9br8 - 9,"330br1,200br780",1br14br9
201910020203,馬単,5 → 8,1490,2
201910020203,三連複,5 - 8 - 9,2580,5
201910020203,三連単,5 → 8 → 9,11220,20
201910020204,単勝,12,360,2
201910020204,複勝,12br10br4,130br130br130,3br2br1
201910020204,枠連,6 - 7,640,2
201910020204,馬連,10 - 12,710,2
201910020204,ワイド,10 - 12br4 - 12br4 - 10,290br290br240,2br3br1
201910020204,馬単,12 → 10,1420,3
201910020204,三連複,4 - 10 - 12,900,1
201910020204,三連単,12 → 10 → 4,4560,4
201910020205,単勝,10,480,3
201910020205,複勝,10br3br2,130br130br120,3br2br1
201910020205,枠連,3 - 8,840,3
201910020205,馬連,3 - 10,900,3
201910020205,ワイド,3 - 10br2 - 10br2 - 3,400br270br270,5br1br2
201910020205,馬単,10 → 3,2060,7
201910020205,三連複,2 - 3 - 10,850,1
201910020205,三連単,10 → 3 → 2,5720,10
201910020206,単勝,11,930,4
201910020206,複勝,11br13br15,220br130br170,4br1br3
201910020206,枠連,6 - 7,1350,6
201910020206,馬連,11 - 13,1550,7
