,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),ID,corner1_diff,corner2_diff,corner3_diff,corner4_diff,condition,racename,racestart,racekind,raceweather,racefieldconditin
9,10,8,11,エリーキャナル,牝3,52.0,菱田,1:50.1,2,11.0,152.6,37.4,10-11-11-11,美浦斎藤誠,488(+8),201901010308,7.8,11.399999999999999,10.2,10.5,C,3歳以上1勝クラス,13:45発走,芝1800m(右,天候:晴,馬場:良
10,11,7,9,アイワナビリーヴ,牝3,52.0,吉田隼,1:50.5,2.1/2,4.0,6.1,38.6,3-3-3-5,美浦戸田,474(+14),201901010308,2.4,1.8,1.8,5.1,B,3歳以上1勝クラス,13:45発走,芝1800m(右,天候:晴,馬場:良
0,1,7,7,ルヴォルグ,牡3,54.0,ルメー,2:02.4,,1.0,1.3,34.8,4-3-3-2,美浦藤沢和,524(-6),201901010309,10.8,12.0,3.3,0.6,B,3歳以上1勝クラス,14:15発走,芝2000m(右,天候:晴,馬場:良
1,2,2,2,レーガノミクス,牡4,57.0,藤岡佑,2:02.8,2.1/2,2.0,4.4,34.9,3-5-6-4,栗東池添学,516(+2),201901010309,9.0,13.8,5.3999999999999995,2.0999999999999996,B,3歳以上1勝クラス,14:15発走,芝2000m(右,天候:晴,馬場:良
2,3,1,1,アドマイヤローザ,牝5,55.0,岩田康,2:03.3,3,3.0,14.8,35.2,7-9-7-7,栗東梅田,476(+14),201901010309,13.8,17.400000000000002,7.199999999999999,4.499999999999999,B,3歳以上1勝クラス,14:15発走,芝2000m(右,天候:晴,馬場:良
3,4,6,6,ダディーズトリップ,牡3,54.0,菱田,2:03.3,アタマ,6.0,22.8,35.7,4-3-3-4,栗東杉山,440(+4),201901010309,10.5,12.3,3.5999999999999996,2.3999999999999995,B,3歳以上1勝クラス,14:15発走,芝2000m(右,天候:晴,馬場:良
4,5,8,9,メイショウイフウ,牡3,54.0,川島,2:03.4,クビ,8.0,34.8,35.3,7-6-7-7,栗東荒川,494(-8),201901010309,14.400000000000002,15.900000000000002,7.499999999999999,4.799999999999999,C,3歳以上1勝クラス,14:15発走,芝2000m(右,天候:晴,馬場:良
5,6,5,5,ギャンブラー,牡4,56.0,☆横山武,2:03.4,ハナ,5.0,20.7,35.7,7-6-3-4,美浦斎藤誠,516(-2),201901010309,14.100000000000001,15.600000000000001,3.8999999999999995,2.6999999999999993,B,3歳以上1勝クラス,14:15発走,芝2000m(右,天候:晴,馬場:良
6,7,3,3,コスモレリア,牡4,57.0,丹内,2:03.4,クビ,4.0,15.3,36.1,2-2-2-1,美浦奥村武,474(+2),201901010309,3.0,6.0,0.3,0.3,C,3歳以上1勝クラス,14:15発走,芝2000m(右,天候:晴,馬場:良
7,8,4,4,サンライズアキレス,牡3,54.0,吉田隼,2:03.6,1,7.0,29.5,35.5,6-6-7-7,栗東音無,490(0),201901010309,12.3,15.3,6.8999999999999995,4.199999999999999,B,3歳以上1勝クラス,14:15発走,芝2000m(右,天候:晴,馬場:良
8,9,8,8,ラッシュワールド,牡5,54.0,▲団野,2:03.6,クビ,9.0,192.2,36.4,1-1-1-2,栗東千田,482(-4),201901010309,0,0,0,0,C,3歳以上1勝クラス,14:15発走,芝2000m(右,天候:晴,馬場:良
0,1,2,2,ヒデノヴィーナス,牝3,52.0,藤岡康,0:58.0,,3.0,7.2,35.5,1-1,栗東梅田,456(+10),201901010310,0.0,0.0,0,0,B,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
1,2,5,5,スズカグラーテ,牝5,55.0,柴山,0:58.3,1.3/4,5.0,13.6,35.6,2-2,美浦柄崎,464(-8),201901010310,0.0,0.0,1.8,1.8,B,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
2,3,4,4,アカネサス,牝3,52.0,池添,0:58.3,ハナ,1.0,1.9,35.6,2-2,栗東浅見,492(+2),201901010310,0.0,0.0,1.5,1.5,A,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
3,4,6,7,テイエムチェロキー,牡5,57.0,古川,0:58.4,3/4,4.0,7.9,34.9,8-8,栗東杉山,488(0),201901010310,0.0,0.0,9.6,9.9,B,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
4,5,3,3,クーリュ,牝5,55.0,黛,0:58.4,クビ,6.0,23.0,35.3,6-5,美浦石毛,476(0),201901010310,0.0,0.0,6.3,6.3,B,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
5,6,7,9,ポップシンガー,牝5,55.0,勝浦,0:58.5,クビ,7.0,26.8,34.9,9-8,美浦鈴木伸,456(-2),201901010310,0.0,0.0,11.1,9.6,C,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
6,7,1,1,タマモコーラス,牝5,55.0,城戸,0:58.7,1.1/4,9.0,57.7,35.9,4-4,栗東武英,462(+6),201901010310,0.0,0.0,3.3,3.3,C,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
7,8,8,10,デザートストーム,牡5,57.0,ルメー,0:58.7,クビ,2.0,3.9,35.1,9-10,栗東西浦,456(+8),201901010310,0.0,0.0,11.4,11.4,B,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
8,9,6,6,サンデュランゴ,牝5,55.0,横山武,0:59.4,4,11.0,158.9,35.4,11-11,美浦蛯名,484(0),201901010310,0.0,0.0,14.4,14.4,B,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
9,10,7,8,ガウル,牡4,57.0,加藤,0:59.4,クビ,8.0,39.5,36.5,5-5,栗東庄野,488(+8),201901010310,0.0,0.0,4.8,6.6,C,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
10,11,8,11,インシュラー,セ5,57.0,丹内,0:59.8,2.1/2,10.0,113.0,36.7,6-7,美浦宗像,452(-4),201901010310,0.0,0.0,6.6,8.1,B,桑園特別,14:50発走,ダ1000m(右),天候:晴,馬場:良
0,1,7,7,カフジプリンス,牡6,56.0,吉田隼,2:40.7,,3.0,6.3,35.1,3-2-8-7,栗東矢作,522(-8),201901010311,3.0,1.5,5.7,4.499999999999999,B,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
1,2,4,4,ハッピーグリン,牡4,56.0,服部茂,2:40.7,クビ,8.0,10.7,35.2,6-6-8-4,地方田中淳,456(-1),201901010311,7.5,5.1,6.0,2.6999999999999993,B,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
2,3,5,5,タイセイトレイル,牡4,56.0,中谷,2:40.8,クビ,5.0,6.4,35.7,5-4-3-2,栗東矢作,488(0),201901010311,6.0,3.5999999999999996,1.8,0.6,A,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
3,4,6,6,ヴァントシルム,牡5,56.0,藤岡康,2:40.9,1/2,4.0,6.4,36.0,10-9-1-1,栗東須貝,480(+6),201901010311,15.0,8.7,0.3,0.3,B,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
4,5,2,2,レノヴァール,牡4,56.0,岩田康,2:40.9,クビ,6.0,6.4,35.5,4-4-5-4,栗東高野,514(-10),201901010311,4.5,3.3,3.9,2.0999999999999996,C,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
5,6,8,10,モンドインテロ,牡7,58.0,ルメー,2:41.1,1.1/2,1.0,5.0,35.7,7-6-5-7,美浦手塚,484(-6),201901010311,9.0,5.3999999999999995,4.2,4.199999999999999,B,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
6,7,3,3,カラビナ,牡6,56.0,藤岡佑,2:41.4,1.3/4,7.0,7.8,36.2,8-8-3-4,栗東藤岡,518(+4),201901010311,12.0,6.8999999999999995,2.1,2.3999999999999995,B,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
7,8,1,1,ヤマカツライデン,牡7,56.0,池添,2:41.7,1.3/4,9.0,32.4,36.8,1-1-2-2,栗東池添兼,544(+4),201901010311,0,0,0,0,C,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
8,9,8,9,ロードヴァンドール,牡6,57.0,横山典,2:42.0,2,2.0,5.7,36.6,2-2-5-9,栗東昆,494(-4),201901010311,1.5,1.8,3.6,7.499999999999999,A,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
9,10,7,8,ソーディスイズラヴ,牝5,54.0,勝浦,2:42.5,3,10.0,275.5,36.7,9-9-10-10,地方田中正,430(-2),201901010311,13.5,8.399999999999999,7.5,10.5,C,札幌日経OP,15:25発走,芝2600m(右,天候:晴,馬場:良
0,1,5,10,ホープフルサイン,牡3,54.0,丹内,1:08.2,,11.0,30.5,34.5,3-3,美浦本間,480(-8),201901010312,0.0,0.0,3.5999999999999996,2.1,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
1,2,8,15,フォレブルート,牝3,52.0,池添,1:08.3,3/4,2.0,6.7,35.0,2-2,栗東安田隆,432(-4),201901010312,0.0,0.0,0.3,0.3,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
2,3,5,9,スギノヴォルケーノ,牡3,54.0,岩田康,1:08.3,ハナ,1.0,2.0,35.0,1-1,栗東清水久,492(-2),201901010312,0.0,0.0,0,0,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
3,4,3,5,アリア,牝4,55.0,菱田,1:08.4,クビ,12.0,37.3,34.4,6-6,栗東武幸,500(+6),201901010312,0.0,0.0,5.699999999999999,5.1,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
4,5,1,2,ショウナンアリアナ,牝3,52.0,国分恭,1:08.5,1/2,6.0,15.2,34.3,9-9,栗東高野,410(-6),201901010312,0.0,0.0,7.799999999999999,8.7,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
5,6,2,4,エムオータイショウ,牡3,54.0,桑村真,1:08.7,1.1/4,13.0,48.8,35.0,3-3,地方角川秀,492(-4),201901010312,0.0,0.0,3.3,1.8,C,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
6,7,2,3,シンデレラメイク,牝4,55.0,柴山,1:08.8,クビ,4.0,13.1,34.6,9-12,栗東鮫島,484(-8),201901010312,0.0,0.0,7.499999999999999,11.7,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
7,8,6,11,ワールドフォーラブ,牝5,55.0,吉田隼,1:08.8,アタマ,5.0,13.5,35.0,3-5,栗東音無,444(-18),201901010312,0.0,0.0,3.8999999999999995,3.6,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
8,9,7,14,サラデコラシオン,牝5,55.0,加藤,1:08.9,1/2,16.0,319.7,34.9,6-8,美浦岩戸,448(-2),201901010312,0.0,0.0,5.999999999999999,6.8999999999999995,C,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
9,10,4,8,センショウユウト,牡4,57.0,藤岡佑,1:08.9,クビ,3.0,9.4,34.4,13-12,栗東笹田,480(0),201901010312,0.0,0.0,11.1,12.0,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
10,11,3,6,プレトリア,セ4,57.0,荻野極,1:08.9,ハナ,10.0,30.2,33.8,16-16,美浦中川,460(+6),201901010312,0.0,0.0,15.6,16.5,C,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
11,12,6,12,ショウナンマッシブ,牡5,57.0,藤岡康,1:08.9,ハナ,8.0,23.2,34.8,9-6,美浦田中剛,474(-2),201901010312,0.0,0.0,8.1,5.3999999999999995,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
12,13,7,13,ミトノアミーゴ,牡4,57.0,横山典,1:09.0,クビ,15.0,86.5,34.1,15-15,栗東武英,448(-6),201901010312,0.0,0.0,14.1,15.0,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
13,14,8,16,シュエットヌーベル,牝5,55.0,服部茂,1:09.2,1.1/2,14.0,62.1,34.6,14-14,栗東羽月,456(-4),201901010312,0.0,0.0,12.6,13.5,C,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
14,15,4,7,トーセンアンバー,牝4,55.0,横山和,1:09.2,クビ,9.0,30.0,34.8,12-11,美浦菊沢,478(+16),201901010312,0.0,0.0,9.6,10.2,B,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
15,16,1,1,ロードラズライト,セ4,57.0,ルメー,1:10.1,5,7.0,16.3,36.2,6-9,栗東浅見,450(+12),201901010312,0.0,0.0,5.3999999999999995,8.399999999999999,C,HBC賞,16:05発走,芝1200m(右,天候:晴,馬場:良
0,1,7,10,アブソルティスモ,牡2,54.0,ルメー,1:30.6,,1.0,1.1,35.4,6-6-6,美浦藤沢和,498(+2),201901010401,0.0,6.8999999999999995,6.6,3.8999999999999995,B,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
1,2,5,6,ヤマカツマーメイド,牝2,54.0,池添,1:30.6,ハナ,2.0,19.4,35.8,2-3-2,栗東池添兼,462(-4),201901010401,0.0,1.8,3.0,0.6,B,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
2,3,2,2,ウインアクティーボ,牡2,54.0,松岡,1:30.8,1,4.0,59.5,36.1,2-2-2,美浦高木,488(+2),201901010401,0.0,1.5,1.5,0.3,C,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
3,4,3,3,ボマライン,牡2,54.0,勝浦,1:30.8,クビ,3.0,20.8,35.9,4-4-4,美浦田村,464(+6),201901010401,0.0,3.3,4.5,2.0999999999999996,B,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
4,5,5,7,サンシャインキッド,牡2,54.0,菱田,1:30.9,3/4,11.0,352.8,35.7,6-6-7,美浦小西,428(-6),201901010401,0.0,6.3,6.3,5.3999999999999995,C,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
5,6,4,5,エターナルダイヤ,牡2,54.0,丹内,1:31.0,クビ,7.0,151.0,36.5,1-1-1,美浦宗像,452(-10),201901010401,0.0,0,0,0,C,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
6,7,6,8,サペラヴィ,牡2,54.0,井上,1:31.1,3/4,6.0,65.2,36.2,5-4-4,美浦相沢,470(-10),201901010401,0.0,4.8,4.8,2.3999999999999995,B,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
7,8,7,11,ディーズギャラント,牝2,54.0,的場,1:31.3,1.1/4,5.0,59.7,35.8,10-9-9,美浦藤原辰,448(+8),201901010401,0.0,10.5,8.7,7.199999999999999,B,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
8,9,4,4,レディトゥラン,牝2,54.0,古川,1:31.3,ハナ,13.0,661.8,35.7,10-11-10,美浦加藤和,410(-10),201901010401,0.0,10.2,10.2,8.7,C,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
9,10,8,12,デルマプラチナ,牡2,54.0,荻野極,1:32.6,8,12.0,375.0,37.5,6-6-7,美浦田中剛,476(-12),201901010401,0.0,7.199999999999999,6.8999999999999995,5.699999999999999,B,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
10,11,1,1,ニシノゼノビア,牝2,51.0,▲菅原明,1:32.6,ハナ,9.0,279.7,36.7,12-12-13,美浦萱野,450(+2),201901010401,0.0,13.5,11.7,13.5,D,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
11,12,6,9,オーケーメジャー,牡2,54.0,石川,1:32.8,1,10.0,285.4,37.3,6-9-10,栗東奥村豊,458(0),201901010401,0.0,6.6,8.399999999999999,9.0,C,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
12,13,8,13,カガジャドール,牝2,53.0,☆横山武,1:33.3,3,8.0,240.7,37.5,13-12-12,美浦大江原,454(-2),201901010401,0.0,15.0,12.0,12.0,B,2歳未勝利,09:50発走,芝1500m(右,天候:晴,馬場:良
0,1,5,5,ブラッディムーン,牝3,54.0,ルメー,0:58.9,,1.0,2.0,35.7,2-2,栗東上村,448(+4),201901010402,0.0,0.0,0.3,0.3,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
1,2,8,11,ハルワタート,牝3,51.0,▲菅原明,0:59.2,2,8.0,32.9,36.0,2-3,美浦斎藤誠,458(-6),201901010402,0.0,0.0,0.6,2.1,C,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
2,3,3,3,ヴェル,牝3,54.0,松田,0:59.6,2.1/2,2.0,5.3,36.2,4-3,栗東中尾,414(-2),201901010402,0.0,0.0,2.0999999999999996,1.8,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
3,4,2,2,アイファーアクター,牡3,56.0,藤岡佑,0:59.6,ハナ,6.0,17.4,35.6,8-5,栗東作田,468(-10),201901010402,0.0,0.0,6.8999999999999995,5.1,C,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
4,5,6,6,ビービーアライヴ,牝3,51.0,▲団野,0:59.6,ハナ,5.0,12.8,36.1,6-5,美浦高柳瑞,448(0),201901010402,0.0,0.0,3.8999999999999995,5.699999999999999,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
5,6,1,1,デンコウブレイブ,牡3,55.0,☆横山武,0:59.9,1.3/4,4.0,7.5,36.7,1-1,栗東坂口,468(+8),201901010402,0.0,0.0,0,0,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
6,7,8,10,メイショウワキザシ,牡3,56.0,池添,0:59.9,クビ,10.0,40.7,36.0,8-9,栗東池添兼,466(-2),201901010402,0.0,0.0,7.199999999999999,7.499999999999999,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
7,8,6,7,スズカシニック,牡3,56.0,加藤,1:00.1,1,7.0,19.6,36.1,8-5,栗東藤沢則,460(+6),201901010402,0.0,0.0,7.499999999999999,5.999999999999999,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
8,9,7,9,フェニアンサイクル,牝3,54.0,菱田,1:00.3,1.1/2,3.0,6.2,36.5,7-9,栗東岡田,426(+12),201901010402,0.0,0.0,5.3999999999999995,7.799999999999999,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
9,10,4,4,ルナエスメラルダ,牝3,54.0,荻野極,1:00.6,1.3/4,11.0,200.8,34.7,11-11,栗東高柳大,438(0),201901010402,0.0,0.0,13.5,13.8,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
10,11,7,8,サウンドシュリット,牝3,54.0,岩田康,1:01.0,2,9.0,35.0,37.6,4-5,栗東高橋康,456(+4),201901010402,0.0,0.0,2.3999999999999995,5.3999999999999995,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
0,1,4,6,スコルピウス,セ3,56.0,菱田,1:46.0,,6.0,13.4,38.4,11-11-5-3,栗東武幸,466(+2),201901010403,13.2,13.2,4.2,1.8,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
1,2,7,11,キモンボーイ,牡3,56.0,藤岡康,1:46.2,1.1/4,10.0,18.9,37.9,14-13-11-4,栗東田所,498(0),201901010403,17.7,17.7,9.0,5.1,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
2,3,8,14,グランデラムジー,牡3,56.0,加藤,1:46.3,1/2,2.0,4.2,38.9,3-3-3-2,栗東杉山,462(-6),201901010403,1.8,1.8,2.1,0.3,B,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
3,4,1,1,デンコウミシオン,牝3,54.0,荻野琢,1:46.4,3/4,11.0,91.6,38.1,12-12-11-10,栗東荒川,426(-6),201901010403,14.7,14.7,9.3,10.5,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
4,5,8,13,サンドル,牡3,54.0,ルメー,1:46.7,2,1.0,4.0,38.6,10-10-10-6,栗東中内田,536(+6),201901010403,10.2,11.7,7.5,7.199999999999999,B,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
5,6,7,12,トーキョーサバク,牡3,56.0,岩田康,1:47.1,2.1/2,9.0,18.6,39.9,8-8-1-1,栗東安田翔,488(0),201901010403,8.7,8.7,0.3,0,B,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
